Sentence,Label Integer,Label
من يه 4530 دارم از همه لحاظ عاليه اصلا هم داغ نميکنه 4540 هم ورژن جديد همون هستش فکر نميکنم مشکل داغ کردن داشته باشه،  hp هاي قديمي مشکل داغ کردن داشتن ولي جديدا ندارن.,1,Positive
جزئیات بسیار دقیق هستند،  رنگ‌های تولید شده بسیار طبیعی بوده و نویز عکس‌ها کم است.,2,Positive
کيفيت فيلم‌برداري خيلي بالايي داره و نياز به داشتن يه دوربين فيلم برداري مستقل رو کاملاً برطرف مي کنه .,2,Positive
به هر حال این تبلت اولین تبلت ساخت کمپانی مایکروسافت به شمار می‌رود و مایکروسافت شدیدا امیدوار است که با این محصول و در اولین تجربه،  از صفر به صد در تولید تبلت برسد.,1,Positive
در کل من  به عنوان يه عکاس آماتور کاملا از اين دوربين راضيم.,2,Positive
مشخصا فیلم های این دوربین نویز کمتر،  حساسیت بیشتر به نور و رنگ های غلیظ تری دارند.,1,Positive
یکی دیگر از تجهیزات عرضه شده برای این دوربین کیت تصویر برداری سه بعدی آن است که این قابلیت را به شما می دهد تا با استفاده از دو دوربین GOPro مجزا تصاویری واقعا سه بعدی خلق کنید.,1,Positive
در این میان فقط دکمه‌ی شاتر را می‌توان استثناء دانست چرا که کاملا بزرگ ساخته شده است.,1,Positive
نقاط ضعف : سيستم منو هاي نامناسب .,-1,Negative
ضد ضربه و ضد آب با طراحي بي نظير شيار کابل روي کاورش واقعاً کارآمده.,2,Positive
این جنس پلاستیک،  علاوه بر اینکه مقاومت نسبتا خوبی در برابر ضربه و خش پذیری دارد،  به دلیل اصطکاک زیاد سطح آن،  احساس امنیت خوبی را نیز بابت لیز خوردن از دست به کاربر می‌دهد.,1,Positive
"به نظر من که واقعا عاليست هم کيفيت عکس و هم فيلمبرداري

مطمئن باشيد که از خريدش پشيمان نميشويد",2,Positive
علاوه بر این‌ها مودهای صحنه‌ی خیلی مختلف و متنوعی هم وجود دارند که می‌توانید از بین آن‌ها انتخاب کنید.,2,Positive
اين يعني تنزل.,-1,Negative
نيکون P520 يک دوربين بسيار قدرتمند و عالي است و نظر بنده اينه که اين دوربين ميتونه مانند مدل قبلي (P510) بهترين دوربين سوپر زوم دنيا باشه .,2,Positive
همانطور که گفتیم،  این دوربین از ماونت جدید الکترونیکی بهره می‌برد و از همان اول با یک سری لنز ثابت با نسبت دیافراگم پایین همراه شده است که مکمل خوبی برای لنز 23 میلی متری f/2.0 دوربین X100 هستند.,1,Positive
3.صفحه نمايش فوق العاده است بنده اس 2 هم داشتم اما ion زمين تا آسمون در صفحه نمايش از اس 2 و خيلي گوشي ها بازار بهتره نمره 9 از 10.4.,2,Positive
اين گوشي همانطور که دي جي کالا در نقد خود گفته يکي از باريکترين و سبکترين گوشي هاي هوشمند است!,1,Positive
من به علت عدم رشد ويندوزفون و وزن زياد نوکيا رو خط زدم،  و به علت محدوديتهاي iOS از طرف اپل iphone رو نيز کنار گذاشتم.,-1,Negative
در حالت عادی،  دمای تمام قسمت‌های بدنه نوت‌بوک،  بسیار پایین است اما هنگامی که دستگاه در حال انجام محاسبات سنگین باشد،  دمای بعضی از قسمت‌ها مانند سمت چپ کیبورد،  بسیار گرم می‌شود و ممکن است در دراز مدت کمی آزاردهنده باشد.,-1,Negative
"فوق العاده

",2,Positive
عکسهاي خيلي خوبي ميگيره و فيلمبرداريش درسته که 15 فريمه ولي خوبه.,2,Positive
شاید یک اسکنر مناسب بتواند این نیاز شما را برطرف بکند.,1,Positive
در پشت این لنز نیز سنسور تصویر 14 مگاپیکسلی دوربین قرار گرفته که هرچند از نوع CCD است ولی رزولوشن بالایی را ارائه می دهد و در شرایط نوری خوب می توانید عکس‌هایی بسیار با کیفیت را با آن تهیه کنید.,2,Positive
لپ تاپ خوبيه ,1,Positive
صفحه ي 4.55اينچي آيون رنگ ها رو واقعي و زنده نشون نميده!,-1,Negative
به نظر خودمان تا به حال گوشی آندرویدی با چنین سرعت و روانی را تجربه نکرده ایم.,1,Positive
تاکنون چندين مدل مود چيپ مختلف براي XBOX360 ساخته شده ولي هيچ کدام از اين مود چيپ ها تاکنون نتوانسته اند کنسول را Region-Free کنند و قفل منطقه اي آنرا از بين ببرند.,-1,Negative
این پیشرفت نخست در کیفیت فیلم برداری و سپس لرزش گیر تصویر رخ داده است.,1,Positive
وزن این لپ‌تاپ‌ها بسته به ابعاد مانیتور بین 1.2 تا 2.6 کیلوگرم متغیر است ولی در کل وزن‌ها استاندارد هستند.,1,Positive
تمام بازي هاي اچ دي رو هم به راحتي اجرا ميکنه.,1,Positive
HP يکي از بهترين برند ها در ساخت لپ تاپ است .,2,Positive
تبلت خوبيه  و باهاش مشکلي ندارم ,1,Positive
دليل من داغ شدن اون هست و البته داغ شدن سيستم بعد از حدود يک ساعت و خورده اي بازي !,-1,Negative
این در حالیست که لنز این دوربین حالت واید خیلی بهتری را ارایه می‌دهد و در یک کادر می‌توانید میدان دید خیلی بزرگ‌تری را در یک عکس ثبت کنید.,2,Positive
تنها مشکل اين اسمارتفون فقط رزولوشن پايينش در برابر رقباست شايد از رزولوشون بالاتري استفاده ميشد تراکم پيکسليش بين اکسپريا تي (323ppi) و گلگسي اس3 (316ppi) ميشد پس نميشه گفت بهترين صفحه نمايش رو داره و همچين تراکم پيکسلي هم براي 4 اينچ چيز خارق العاده اي هم نيست.,-1,Negative
این دو دوربین از نظر ظاهری نیز تفاوت هایی با یکدیگر دارند و در کل W630 کمی جمع و جورتر است.,1,Positive
در اينجا ميتونم بگم که لذت صفحه نمايش واقعا متفاوت 5 اينچي 4:3 رو شخصا چشيدم و پيشنهاد ميکنم از اين لذت ساده رد نشيد.,1,Positive
شکل ظاهريش هم که خيلي زيباست .,2,Positive
"""پاسخ این سوال مثبت است.",1,Positive
ببينيد دوستان اپل بهترين گوشي هست تو جهان چون ios رو اختصاري براي خودش داره اين ios که باعث شده اپل بالاتر از همه گوشي ها قرار بگيره ,2,Positive
ديجي کالا همه چيز رو از همه جاي ايران ارزون‌تر ميده .,1,Positive
کانن در طراحی آن خیلی استاندارد عمل کرده است.,2,Positive
عالي.,2,Positive
نسبتا سنگين و بزرگ .,-1,Negative
سرعت کلي گوشي بيشتر به نوع چيپست و سيستم عامل بستگي دارد که چيپست بسيار قدرتمند A6 با بهره گيري از سيستم عامل IOS6 سرعت بسيار زياد را ارائه ميدهد .,2,Positive
من آيفونم رو به قيمت کمتر فروختم و رفتم گالاکسي SIII خريدم چيزي فراتر از گوشي،  يک دوست،  همراه بدون محدوديت،  و در کل بسيار راضي هستم از اين انتخابم,2,Positive
سيستم عامل:سيستم عامل iPhone OS يا همون i OS  بي نظيره در حد ديگر رقبا بي نظيره حالا که ورژن 6 اين سيستم عامل در اين گجت وجود دارد ميتوان گفت واقعا ارزشمند است و رقيب ندارد!,2,Positive
به صرفه نيست,-1,Negative
کاش full HD  بود,-1,Negative
"سلام دوستان من  2روز پيش خريدمش

اندرويد 4.0.4 صفحه عالي طراحي عالي خوشدست اما صفحه ي بزرگ

 تو نمايشگاه بازار موبايل اصفهان کنار z مقايسش کردم صفحش يکم فرق داشت اما رنگاي يون بهتر بود

در ضمن همونوقت هم 4 گيگ نرم افزار ريختم روش همش اچ دي با چند تا فيلم فول اچ دي اصلا هنگ نميکنه

شک نکنيد عاليه",2,Positive
در مورد قيمتش هم ميشه گفت بهترين انتخاب ميتونه باشه در بين هم نوعانش.,2,Positive
"ولي در کل بنظرم با توجه به قيمتش ,  انتخاب مناسبي هست .",1,Positive
با این حال ما هنوز طراحی صفحه کلید به صورت Chiclet را بیشتر دوست داریم.,-1,Negative
اپل در طراحی این گوشی به طراحی ساده و زیبای مدل پیشین خود یعنی iPhone 4S وفادار مانده و تغییر چشم گیری در آن مشاهده نخواهید نمود.,1,Positive
"توصيه ميکنم Canon IXUS 1000 HS بخريد که:

1) کانون هست

2) ژاپنيه

3) بدنه تمام فلز

4)باطري فوق العاده اي داره

از ديجيکالا بخريد چون هم گارانتيش واقعا معتبره هم قيمتش عاليه.",2,Positive
از اين بهتر تو دنيا وجود نداره واقعا !,1,Positive
پردازنده تک هسته اي تقريبا خوب عمل مي کنه ولي نه در حدي که همون کار رو پردازنده اي دو هسته اي اپل انجام مي ده ولي برنامه هايي که باعث مي شن پردازنده اي 4 هسته ايش راه بيفته ديگه جايي رو براي شک باقي نمي زاره که شما بهترين تبلت اندرويدي رو تو دستاتون دارين.,1,Positive
بیشترین بهبودها نسبت به Tipo را می‌توان در نمایشگر بزرگ‌تر،  دوربین با رزولوشن بیشتر و دوربین دوم برای مکالمه‌ی تصویری دانست.,1,Positive
وگرنه اگه f550 رو بگيرين و مدلهاي ديگش مقايسه کنين،  به تغييرات خيلي زيادي نميرسين.,-1,Negative
به هر صورت همانطور که گفتیم SZ-14 از انواع ارزان قیمت‌تر دوربین های کامپکت سوپرزوم المپوس می باشد که دارای لنزی قدرتمند با توانایی زوم بسیار عالی 24 برابر است.,2,Positive
تنها ضعفش که خودتونم ميدونيد دوربينشه که اونم روز که باهاش عکس بگيري کم نمياره و بخاطر نداشتن LED عکس تو شبش کم کيفيت ميوفته.,-1,Negative
واقعا ارزش نداره .,-1,Negative
دوربين 3.2 مگا پيکسلي که روي اين دوربين هست در مقايسه با قيمت گوشي مناسب و خوب است.,1,Positive
اندازه نسبتاً مناسب و وزن خوب 4.,1,Positive
از نظر طراحی و ساخت باید بگوییم که سرفیس مایکروسافت مورد اعجاب انگیزی ندارد.,-1,Negative
دوربین خود با تشخیص نوع صحنه،  شرایط نوری و دیگر پارامترها،  تنظیمات را بر روی بهترین حالت قرار قرار می‌دهد تا بهترین عکس‌ها گرفته شود.,1,Positive
ولي با همه اين حرفها خيلي عاليه و ارزش خريدنش رو حتما داره.,2,Positive
به علاوه، سامسونگ قابلیت‌های بسیار جالبی (مانند Smart Stay،  Direct Call و S Voice) به سیستم عامل اندروید اضافه کرده است که تا به امروز بر روی هیچ گوشی اندرویدی دیگری مشاهده نکرده بودیم.,2,Positive
باطريش هم فوق العاده است راحت 7-6 ساعتو ساپورت ميکنه.,2,Positive
خوب، Hero  به طرز شگفت انگیزی کوچک و سبک وزن است.,1,Positive
ولی برخلاف F770 نمی‌توان در فرمت حرفه ای تر و خام RAW با آن عکاسی کرد.,-1,Negative
بنابراین شما می‌توانید دوربین را هم از طریق نمایشگر،  و هم از طریق دکمه های فیزیکی کنترل کنید.,1,Positive
باطريش راضي کننده نيست.,-1,Negative
در دست گیری آن نیز خیلی راحت می‌باشد و به صورت کاملاً مطمئن در کف دست شما جای می‌گیرد.,2,Positive
این رابط کاربری درست است که به زیبایی و تکامل رابط کاربری Sense کمپانی HTC نیست ولی در کل بسیار روان بوده و کار کردن با آن بسیار راحت است.,1,Positive
حرف نداره,2,Positive
به هر حال،  هم گوشی و هم تبلت جزو وسایلی هستند که  طرفداران بسیاری دارند،  پس اگر خواهان داشتن هر دوی آن‌ها با حداکثر هماهنگی هستید،  پدفون بهترین گزینه برای شما محسوب می‌گردد.,1,Positive
تصاویر آن نیز در مقایسه با دوربین‌های مشابه کیفیت دارند.,1,Positive
حدود يک هفته اي ميشه که اين نت بوک رو از ديجي کالا تهيه کردم و ممنونم به دليل بسته بندي بسيار عالي که نگراني بزرگ من در خريد اينترنتي بود، خدارو شکر که ديجي کالا تو اين مورد سنگ تموم گذاشت.,2,Positive
.ولي واقعيت اينه که اين محصولات هنوز جواب پس نداده اند.,-1,Negative
در کنار اينها مي تواند از لنزهاي G سوني و لنزهاي کارل زايس هم بهره ببرد.,1,Positive
به نظر من تنها مشکلش که به چشم مياد اينه که فلش خودکار نداره،  يعني جاي خاليش حس ميشه.,-1,Negative
بايد بگم نسبت به تست هايي که کردم خيلي خوب جواب داد در مورد فيلم برداريش  بايد گفت بد نيست و قابليت اين رو داره که از يک گردش و يا يک مراسم خانگي فيلم يادگاري برداريد اما در مورد عکس :بايد گفت کيفيت عکسش نسبت به قيمتش خيلي خوبه چون الان اگر بخواي دوربيني با اين کيفيت بخري (در مارک هاي ديگر مثل کنون ) بايد بيشتر خرج کني عکس هايي که به صورت آتليه اي ميگيره خيلي خوبه و رزولوشن بالايي داره عکس هاي طبيعتش هم خوبه و قابل تعريفه ولي مثل تمام دوربين هاي ديجيتال عکس هاي شبانه اش خيلي خوب نيست و يکي از اساسي ترين مشکل هايي که داره لنز ثابتش هست که قابل تعويض نيست ولي لنز خودش کفايت ميکنه چون اولا اصلاح شده است و ثانيا زوم خيلي خوبي داره کيفيت رنگش هم خيلي خوبه و عکس هاي درستي ميگيره و بايد گفت جثه کوچک اون خيلي به نفع عکاسه  چون همه جا جا ميشه ,2,Positive
نسبت به قيمتش عاليه.,2,Positive
و در آخر اين رو هم عرض کنم عکسي که اين دوربين از يه جسم ثابت ميگيره درخوره يه دوربين با لنز 18 مگاپيکسلي نيست.,-1,Negative
و اين يعني دردسر,-1,Negative
واقعا حرف نداره،  و اينو استقبال مردم در پيش خريد،  ثابت کرد.,1,Positive
این مرورگر بسیار روان است و با سرعت بالایی می‌تواند صفحات اینترنتی را نشان دهد.,2,Positive
درکل گوشي خوبيه پيشنهاد ميکنم از دست ندينش.,1,Positive
من که يه 4s داشتم فروختمش اينو گرفتمو واقعا پشيمونم .,-1,Negative
هم تصوير خوب و واضحي داره و هم سرعت جلو عقب کردن خوبه و مکث نميکنه.,1,Positive
این میزان شارژدهی برای چنین نوت‌بوکی،  متوسط بوده و تا حدودی رضایت بخش است.,1,Positive
من اين گوشي و تازه از ديجي کالا گرفتم و خيلي راضيم اندرويد 4.1 و سي پي يو اي که نه انقدر کمه که گوشي هنگ کنه ونه انقدر زياده که باتري بخوره.,1,Positive
و اما خدمت دوستاني که از کارکرد ضعيف باطريش گلايه کردن عرض کنم که من شخصا از شارژدهي باطريش خيلي راضيم و اگه زياد ازش استفاده نکنم و کلا بصورت نرمال ازش کار بکشم برام تا 4روز شارژ داره ولي در غير اين صورت باطريش يک روز مي تونه دوام بياره.,1,Positive
کار با گوشي هاي سامسونگ نيز همين حس را در شما بوجود مي آورد تنها با تفاوتي کم و لذت بخش تر.,1,Positive
از نظر طراحي و صفحه نمايش هم معرکه هست.,1,Positive
قسمت پشت نمایشگر از جنس آلومینیوم خش‌دار و به رنگ نقره‌ای ساخته شده و دیگر قسمت‌ها‌ی بدنه نیز ترکیب رنگی زیبایی از سایه‌ها‌ی مشکی دارند.,1,Positive
حتی می تواند فشار آب تا عمق 60 متری را به راحتی دوام بیاورد.,1,Positive
"واقعا از کار کردن با اون لذت ميبرم از ديجي کالا هم بخاطر تعهد و امانتداري و برخورد خوب پرسنلش سپاسگزارم

راستي الان هم دارم با تبلتم کامنت ميذارم.",1,Positive
بنده غريب به يکساله که اين گوشي رو در اختيار دارم و هيچگونه عملکرد ضعيفي رو شاهد نبودم و با بروزرساني سيستم عامل اون به آندرويد 4 عملکرد اون بسيار بهبود پيدا کرد.,1,Positive
به طور کلی عکس‌های گرفته با گوشی 8X کیفیت بسیار بالایی دارند.,2,Positive
هرچند که در طول زمان شاهد به بازار آمدن گوشی‌های اندرویدی سطح بالا با مشخصات بسیار خوب هستیم،  ولی در سطح مبتدی اندرویدی ها هم به نوبه‌ی خود رقابت جالبی وجود دارد.,1,Positive
این دوربین فاقد هرگونه چشمی الکترونیکی است.,-1,Negative
اما اگر شهر بزرگی را جستجو نمایید،  نقشه 3 بعدی آن شما را بسیار هیجان زده خواهد کرد.,1,Positive
به قسمت جلوی گوشی که نگاه کنیم؛ با نمایشگر 4.3 اینچی فوق‌العاده‌ی Super AMOLED مواجه می‌شویم که سطح آن کاملا توسط شیشه‌ی ضد خش و بسیار مستحکم Gorilla Glass پوشیده شده است.,2,Positive
"سلام بچه ها

آندرويد 4.1.2 جيلي بين نسخه نهايي براي اين گوشي اومده که مي تونيد دانلود کنيد 

در نسخه جيلي بين همه اين مشکلات برطرف شده

يعني عالي شده.",2,Positive
دوستان عزيزي که در مورد آپديت کردن يا نکردن گوشي خود به آندرويد 4 شک دارند خدمت دوستان عرض کنم که آندرويد 4 بر پايه 1 گيگابايت رم پايه ريزي شده و روي گوشهايي با 512 مگابايت رم هم جواب ميدهد اما سرعت به طرز چشم گيري کاهش مي يابد مخصوصا زمانيکه با گوشي خود بازيهاي hd  انجام ميدهيد يا در حال تماشاي فيلمهاي با حجم بالا هستيد.,-1,Negative
در نهایت می‌توان نقطه ضعف اصلی این تبلت را در طراحی و ساخت آن دانست،  جائیکه از یک تبلت با این امکانات و قدرت،  انتظار بیشتری می‌رفت ولی توسط سامسونگ برآورده نشد.,-1,Negative
پاسخ این سوال مثبت است.,1,Positive
شاید تنها نقطه ضعف بدنه را بتوان براق بودن سطح خارجی آن دانست که بسیار مستعد جذب اثر انگشت است و ترجیح می‌دادیم که Acer بدنه خارجی دستگاه را به یک روکش مات مجهز می‌کرد.,-1,Negative
دوربين مکالمه ويديويي نداره.,-1,Negative
"خريدم يکبارم به مشکل نخوردم) هميشه هم از قيمت بازار پايينتره

پس با خيال راحت کالاتون رو خريداري کنيد  ",1,Positive
خيلي خوبه اما حيف که درايو نوري نداره!,1,Positive
گوشي خوبيه با توجه به امکاناتش توانايي اين رو داره با ساير گوشي رقابت کنه,1,Positive
اما از هر نظر گوشيه خوبيه و کار کردن باهاش راحته,1,Positive
حافظه داخلی Galaxy Grand Duos 8 گیگابایت می‌باشد که با وجود پشتیبانی این گوشی از کارت حافظه microSD می‌توان آنرا تا 64 گیگابایت دیگر افزایش داد.,1,Positive
صفحه نمايشش زير نور اصلاً معلوم نيست باتريش هم ضعيفه موقع مرور اينترنت هم يه ذره گير ميکنه صداي اسپيکرهاش هم ضعيف ولي با کيفيته.,-1,Negative
معمولا گوشيهاي HTC هرکدومشون يه مشکل جزئي دارن(ولي بقيه کمپاني چند تا مشکل حاد!,-1,Negative
این رزولوشن،  باعث می‌گردد تراکم پیکسلی این صفحه نمایش 226ppi باشد که بسیار مناسب است.,2,Positive
• شارژ قدرتمند ـ شرکت مايکروسافت يک شارژر پيشرفته را براي شارژ باتري هاي موجود در دسته‌هاي بي‌سيم قرار داده تا کاربر بتواند با استفاده از آن،  در مدتي کوتاه،  باتري دسته‌ي بازي خود را شارژ کند.,1,Positive
"باسلام

من تبلت اپل هم داشته ام اما تبلت سامسونگ با سيستم عامل اندرويد عاليه

چون اين سيستم عامل کارايي سريع و آسان را در اختيار ما گذاشته

ريختن نرم افزارها راحت و سريع بوده

اين تبلت براي مطالعه عاليست",2,Positive
دوربين واقعا خوبيه،  زمان سفارش اين دوربين به خاطر نظر بعضي ازدوستان نسبت به عکسبرداري در حالت اتومات ترديد داشتم.,2,Positive
سرعت عالي.,2,Positive
"کيفيت بسته بندي و زمان ارسال عالي بود

امکانات و انتظارات اوليه(هنوز کار زيادي نکردم باهاش) با اطلاعات ارائه شده مطابقت داشت

در مجموع همه چيز خوب بود.",2,Positive
(به دليل مشکل قطع شدن WIFI بعد از قرار دادن سيم کارت.,-1,Negative
"اگه زياد با گوشي کار کنيد حرارت گوشي ميره بالا به صورتي که واقعا اذيت ميکنه

دوربينش خوبه اما نه به اندازه 12

12 را به صورت 4:3 ميگيره

16:9 را 9 مگا پيکسل ميگيره

و موقع زوم افت کيفيت زيادي داره

ولي در کل دوربينش قابل قبوله

از لحاظ سرعت واقعا کم نمياره و واقعا سريعه

فارسي را کاملا ساپورت ميکنه

 مشکلي که من باهاش دارم اندازه بزرگ اونه

و اينکه گوشي با اين قيمت و امکانات بدون اينترنت به دردم نميخوره

",-1,Negative
از نظر فني ميزان مقاومت تلويزيون پلاسما چندين برابر ال سي دي و ال اي دي ها است.,1,Positive
می‌توان به راحتی گفت که دوربین 8 مگا پیکسلی موجود بر روی این گوشی یکی از بهترین دوربین‌های موجود بر روی گوشی‌های هوشمند تا به این تاریخ است.,2,Positive
اين هارد ديسک در مقايسه با يکسري از هارد ديسک هاي موجود در بازار از نقاط قوت خوبي بهره ميبرد.,1,Positive
من ديروز براي مادرم يک عدد رنگ قرمزش رو خريدم و امکانات خوبي داره مثل CPU 1GHz و آندرويد 4.1 که واقعا با اين قيمت خيلي خوبه ولي يک مشکل داره که دو کليد لمسي اطراف کليد Home چراغ هاش روشن نميشه.,1,Positive
دوربين 8 مگا پيکسلي واقعي ((من واقعا ازش راضيم))3.قدرت پردازشي بسيار عالي در برابر قيمت4.زيبايي بيش از حد آن5.قابليت آپديت به اندرويد((4.0.4)) ازطريق نرم افزار SONY Update Service6.,2,Positive
يکي از بهترين گوشي هاي حال حاضر در چند سال اخير بين گوشي ها هوشمند دنيا مي باشد که به دليل داراي بودن سيستم عامل iOS که برترين سيستم عامل مي باشد که تنها رقيب آن سيستم عامل آندرويد در رقابت تنگاتنگ آن در رتبه دوم قرار دارد و از جمله ويژگي هاي ديگر اين گوشي که آن را از ديگر گوشي هاي هوشمند برتر کرده است وجود پردازنده بسيار قوي که امکان اجرا کردن چندين برنامه همزمان را ايجاد مي سازد و از جمله وجود سنسور هاي سرگرم کننده و جالب که کار با گوشي را مفرح مي سازد و از جمله اصلاحاتي که در اين سري از گوشي خود بکار برده است قوي تر کردن دوربين عکاسي آن مي باشد که عکس هايي با رزولوشن بالا را مي سازد که در سري هاي قبل مخصوص نسل 3 آن عکس برداري ضعيفي دارا بوده است که در نسل پنجم به کيفيت بسيار بالا تري ارتقا يافت و همجنين فيلم برداري کاملا HD که فيلم هاي با کيفيت بالا را مي توانيد با آن بگيريد از ايراد هاي آن نيز مي توان به وجود نداشتن راديو و مايکروسافت آفيس اشاره کرد و از جمله گوشي هاي که با آن گوشي در حال رقابت است مي توان به galaxy s3 اشاره کرد که وزني بيشتر و اندازه اي بزگ تر را دارد .,1,Positive
بر روی قاب پشتی تبلت نیز دوربین به همراه فلاش LED و بلندگوها جاسازی شده‌اند که با وجود قاب سفید رنگ دوربین،  نمای پشتی تبلت نیز بسیار زیبا و شکیل گشته است.,2,Positive
تاچش حرف نداره.,2,Positive
سخت افزار کمي بهبود يافته و جنس بدنه ان براق ميباشد وداراي nfc هم هست.,1,Positive
"عاليه

ديجي کالا کارت حرف نداره",2,Positive
به لطف صفحه نمایش Super AMOLED عظیم و پردازنده چهار هسته‌ای قدرتمند گوشی،  تماشای ویدئو بر روی Galaxy S III بسیار لذت‌بخش است.,2,Positive
قبل از خريد به کيفيت ال سي دي اون خيلي شک داشتم با توجه به مشخصاتش اما وقتي خريدم واقعاً متحير شدم و فهميدم اين مشخصات روي کاغذ با واقعيت کاملاً متفاوت هست .,1,Positive
گوشي عالي‌اي بود ولي با اين قيمت ميتوني يک 4X بخري که ۴ هسته اي تگرا۳ هست.,1,Positive
"عاليه خيلي زيباست

",2,Positive
من يه xr550 خريدم باهاش فيلم گرفتم کارش بيسته ولي يه مشکل کوچولو داره بعد از اينکه فيلم گرفته شده رو روي کامپيوتر کپي ميکنم فيلم به صورت اسلوموشن حرکت ميکنه اگر کسي ميتونه کمک کنه ممنون ميشم,1,Positive
بابت خش پذيري قاب پشتش هم کلي راه حل هست ..,1,Positive
همونطور که مهندسان اپل در کنفرانس ِ معرفي گفتن،  در اين يکي دو سال،  آيپاد تاچ و به تبع ِ اون آيپاد تاچ نسل 4 ،  محبوب ترين دستگاه پخش موزيک و حتي بازي در بين کاربران بوده.,2,Positive
به نظر من به خاطره حجم کوچکش ميتونه مفيد باشه,1,Positive
با این حال باید بگوییم که این گوشی شکیل‌تر نیز شده است.,1,Positive
هم از لحاظ طراحي وهم از لحاظ سخت افزاري و نرم افزاري عاليه ,2,Positive
شیوه کاملاً نوین تعامل با تلویزیون را تجربه کنید.,1,Positive
"سلام به همه ي دوستان 

به نظر من اين دوربين ميتونه واسه ي کسايي که ميخوان شروع به عکاسي کنه يه دوربين ايده‌آلي باشه

من خودم به تازگي اين دوربينو گرفتم و کاملاً ازش راضيم البته نسبت به قيمتش",1,Positive
ديروز اين دوربينو از ديجي کالا خريدم ،   تا شب فقط داشتم باهاش کار ميکردم و همه جوره امتحانش کردم ،  بايد بگم که بسيار از خريدم راضي هستم چون کيفيت اين دوربين فوق العاده است قبلش با دل چرکيني داشتم ميخريدم چون فکر ميکردم به پاي کانن نرسه!,2,Positive
همچنین به نظر ما از نظر مقاومت در برابر خراش و آسیب های احتمالی مقاوم‌تر از کاور پشتی Galaxy S اصلی است.,1,Positive
خيلي هم ازش راضي هستم.,2,Positive
• دوربین یکی از بزرگ‌ترین ضعف‌های نسل چهارم iPod Touch،  دوربین آن بود که دقت آن کمتر از یک مگاپیکسل است.,-2,Negative
اگر نگم از کانن بهتره بايد گفت چيزي هم کم نداره.,1,Positive
من هم قبول دارم که بهترين گوشي هست.,2,Positive
"خدايي بگم , قيمتشم هر چي باشه ارزش داره ديگه محصول اپل و کلاس کاري خودش ..",1,Positive
بنابراین از نظر پورت‌ها و کنترل‌های فیزیکی خیلی خلوت است و حتی دکمه‌ی شاتر دوربین هم وجود ندارد.,-1,Negative
عالي عالي عالي هيچ گوشي جلوي اين حرفي واسه گفتن نداره من تو دبي تست کردم perfect,2,Positive
جمع بندی با یک تبلت بسیار دوست داشتنی آشنا شدیم.,2,Positive
در کل يه محصول ايده آل و خاص براي افراد خاص مي باشد که تا مدت ها شما رو از داشتن يه گوشي هوشمند و پر قدرت بي نياز مي کنه.,1,Positive
ساخت اولين گوشي هوشمند با برند سوني و گذاشتن ويژگي‌ها و امکاناتي خاص در اين مدل مي‌تواند نويد آغاز دوباره‌اي براي شرکتي باشد که تا سال گذشته،  در مقايسه با رقيبانش،  آنقدرها که بايد نتوانست خوب عمل کند.,1,Positive
پردازنده ي خوبي داره و از پس کاراي روزمره برمياد.,1,Positive
خوشم اومد دنبال يکي بهتر از one x بودم که پيدا کردم به احتمال اينو بخرم,1,Positive
من خودم به شخصه از داشتنش راضي هستم خودم هم اين رو داشتم هم پلي استيشن3 ولي به جرات ميتونم بگم تفاوتي بين اين دو نديدم از جهاتي هم برتر بوده بازي ها از لحاظ گرافيکي هيچ فرقي با هم ندارن کافي که فقط کابل hdmiرو وصل کنيد به تلويزيون و از بازي باهاش لذت ببريد امکانات سخت افزاري بالاتري رو نسبت به پلي استيشن داره و از همه مهمتر بازي هاي موجود تو بازارش از پلي استیشن بيشتر هستش و هم ارزون تر به نظرم اگر خواستيد بين اين دو غول کنسول بازي يکي رو انتخاب کنيد ايکس باکس بهتره-فقط بايد از جاي مطمئن خريداري کنيد که ديجي کالا اين امکان رو براتون فراهم ميکنه و خيالتون راحت باشه و دست اخر اينکه هردو کنسول هر از گاهي احتياج به اپديت دارن تا بتونيد با بازي هاي جديدي که مياد بتونيد بازي کنيد  اونم به دليل اينکه بازي هاي جديد با گرافيک بالاتري مياد و اپديت نرم افزاري لازم دارن تا از امکانات اون استفاده کنيد درکل ايکس باکس خيلي بهتره,1,Positive
اين لب تاب از نظر گرافيک خيلي خوبه و همچنين سيستم خنک کنندگي خوبي داره فقط وقتي بازي سنگين با لب تاب ميکنيد کمي از هواکش گرما بيرون ميده که طبيعي هستش و بدنه خيلي خوبي داره.,2,Positive
به کمک این سخت افزار قدرمند، محیط کاربری بسیار روان است،  هیچگونه کاهش سرعت و یا به اصطلاح Lagی در آن مشاهده نکردیم.,2,Positive
ايفون فايو يک سوپر اسمارتفون فوق العاده است تاچ بي نظير صفحه نمايش عالي باتري مناسب سيستم عامل بسيار عالي امکانات فراوان که به زندگي معنايي ديگه مي بخشه از همه مهم تر اعتبارش اما قبول کنيد که حداقل نيمي از کاربرد هاش تو ايران بي فايده است به علاوه الآن تو ايران اندرويد خيلي پيشرفت کرده و جايگزين جاوا شده حالا انتخاب با خودتان است اما به نظر شخصي من اس3 يا نوت 2 براي ما ايراني ها بهتر است يا هر گوشي ديگري *يا نهايت احترام به اپلي ها*سپاس,1,Positive
