sentence,sentiment
به نسبت قیمتش خیلی فانوس خوبیه،دو تا سایز داره من هر دو رو خریدم,0
قدرت موتور عالی.زمان شارژ  شدن دستگاه و مدت زمان اصلاح عالی.ضعف در زدن موهای گردن.,2
من تقریبا یه سال استفاده میکنم واقعا عالیه پیشنهاد میکنم امتحان کنید,0
من هر سال گوشی عوض میکنم  این گوشی،گوشی کاملی هستش در خریدش شک نکنید,0
همونطور که ذکر شده یک پردازنده چهار هسته ای شامل دو هسته فیزیکی و دو هسته مجازی که Clockspeed اون 2.6 GHz هست که در موقع لزوم با تکنولوژی Turbo Speed به 3.2 GHz هم می رسه . حافظه اصلی اون هم 6 گیگ هست که عملکرد قابل قبولی رو با این پردازنده به ارمغان می یاره  در مورد پردازنه گرافیک هم از مدل AMD Radeon HD 8750M 2GB استفاده شده که بازده قابل قبولی رو برای شما به ارمغان می یاره. طبق تست های انجام شده این گرافیک می تونه در حالت min بازی FIFA 14 رو حدود 300 فریم در ثانیه و در حالت max تا حدود 90 فریم در ثانیه اجرا کنه . در بازی Crysis در حال min حدود 35 فریم در ثانیه اجرا کنه و برای بازی CoD: Modern Warfare 3 در حالت min این بازی تونسته تو تست های انجام شده 130 فریم در ثانیه پردازش کنه که به نظر آمار خوبی برای این سخت افزار با این قیمت می یاد. پس تا حدودی نگران بازی با این لپ تاپ هم نباشد. البته اگر بازی خور حرفه ای هستید باید دنبال لپ تاپ هایی با قدرت بیشتری برید که مسلما هزینه بسیار بیشتری هم باید متقبل بشید  یکی از مزیت های مهم این سری لپ تاپ ها داشتن روکش مات هست که باعث می شه شما بتونید تو نور زیاد دید بهتری نسبت به صفحه نمایشتون داشته باشید. این گزینه واقعا برای کسایی که لپ تاپشون رو زیاد با خودشون این ور و اونور می برن و تو محیط های باز و پر نور هم زیاد از لپ تاپشون استفاده می کنن یه فاکتور اساس محسوب می شن.  فضای ذخیره سازی هم برای اکثر کاربران کفایت می کنه    در کل به نظر گزینه بسیار خوبی می یاد. امیدوارم برای این مدل هم یک پیشنهاد ویژه یا تخفیف بذارید.,1
حدودا دو سه ماهی میشه ازش استفاده میکنم ا لا مثل کف بود ولی الان روون شده  .حالت دهندگیشم ی جوراییه ک سر اصلا نباید شونه بشه.اصلا راضی نیستم ازش,2
جنس خوبی داره و راضی کنندس. بخاطر ضاخمتش باعث میشه صفحه نمایش به طور کامل بسته نشه اما بسته نشدنش اونطور نیست که نگران کننده باشه که مشکل خاصی پیش بیاد. در مورد عملکرد تاچ هم در گوشه ها هیچ مشکلی به وجود نمیاره. تاچ به خوبی عمل میکنه. آقای تقی نژاد احتمالا به خوبی تو جای خوش نچسبوندن محافظ رو که در کناره ها به مشکل خوردن,0
سلام لطفا پیشنهاد ویژه بذارینش ممنون,1
اگه محیط بزرگی دارید مجبورید از یکAccess Pointاستفاده کنید چون آنتنای wifi داخلی داره و فضای خوبیو پوشش نمیده.,2
بهترینه . تازه اگه قیمتشم بالا باشه به این همه امکاناتش می ارزه .,0
سرعت بسیار بالایی داره و واقعا توصیه میکنم بخرید,0
"سلام,  منم مثله دوستان تو پیشنهاد شگفت انگیز گرفتم.  نسبت به این قیمت نظر دادم و همه چیزش عالیه. خیلیم خوشرنگه.",0
جادار و در عین حال جمعو جور   فوق العاده سبک   و قیمت بسار مناسب   از خردم راضیم,0
واقعا سنگینه xperia z همین اندازه صفحه نمایش داره و قطعاتشم چون قوی تره سنگین تره ولی اون 146 گرم واین گوشی نزدیک 200 گرم ... واقعا عجیبه,2
پاسپورت جدیدتر  به اسم  Passport Silver Edition یا Passport Dallas LTE 32GB هست که رنگش نقره ای ایست و جنس بدنه فلزی و گوشه های پایینی خمیده داره,1
کاملا راضی هستم تمام برنامه های مورد نظرم رو راحت اجرا میکنه سرعت BT و USB عالیه,0
به نظرم خریدش بسیار خوب و به صرفه بود برام مخصوصاً صبح که به همراه دخترم میخوایم صبحانه بخوریم و عجله داریم خیلی کاربردیه فقط به نظر با آب تصفیه شده هم رسوب میگیره که البته کاملاً طبیعیه,0
واقعا فوق العاده هست.  وقتی بیاد حتما میخرمش.,0
سلام  این هارد دیسک در مقایسه با یکسری از هارد دیسک های موجود در بازار از نقاط قوت خوبی بهره میبرد.  خاصیت ضد ضربه بودن آن باعث دریافت شوک و خنثی کردن آثار ناشی از آن است.  من به عنوان شخصی که از این مدل استفاده کردم(البته در مقابل انواع هارد دیسک ها) از کیفیت خوب آن بسیار راضیم.,0
تجربه استفاده : 8 ماه  تقریباً هر روز ، اگر تصمیم دارید ریش تراش  فویلی بخرید( حالا به هر دلیل ) در بین محصولات پاناسونیک  این مدل عالیه اصلاح یک دست و بسیار تمیز ، شارژ دهی بسیار خوب  . بقیه مشخصات رو هم که دیجی مفصل گفته، واسه خریدش شک نکنید .,0
ایمان قوی مهر، بله ارتقا پیدا میکنه.ولی احتمالا به ورژن بعدش ارتقا پیدا نخواهد کرد. پیشنهاد میدم برید مینی 3 یا ایر 2 رو بخرید چون این دیگه سخت افزارش میشه گفت نمیکشه کارای سنگینو. در ضمن حجم بالای 16 بخرید کلا یکم فرقشه عوضش یه عمر پشیمونی سراغتون نمیاد.,1
من بعد از تحقیقهام به این لب تاب رسیدم محشره مخصوصا گرافیکش,1
گوشی واقعا خوبیه,0
اگر کسی خریده حتما نظرشو بگه,1
این دستگاه رو حدود 10 ماهه که خریدم   برا کار خونگی میخاستم - کیفیت خوبی داره - کم مصرفه ( هنوز مجبور به شارژ نشدم)  خیلی سنگینه و جا زیاد میگیره  سروصدای زیادی داره  راه اندازیش یه خرده مشکله ( ولی بعد از زاه اندازی احساس خوبی به آدم میده )  گوشی داره اما یه جوریه به دل آدم نمیشینه انگار تولید یه کارخونه دیگس  سرعت کارش خیلی خوبه  کارتریجش به سختی گیر میاد  کیفیت اسکنش در حد فتو اسکنر های اختصاصی کنن نیس ولی برا اسکن متن و شیپ خوبه,0
عالیه من خریدم خیلی خوب رو تن میشینه ازش راضیم,0
با تشکر از دیجی کالا  لطفا  گوشی های maron 5-و-maron m9 رو هم بیارید,1
خیلی خوبه واقعا شوره رو نابود میکنه,0
فراموش نکنید این ssdهست,1
خیلی خوبه من تازه خریدم عالیه,0
بین این و m9 کدوم کار باهاش ساده تره؟,1
دیجی ارزون ترش کن نسل جدید بهتره با این قیمتی که گذاشتی,1
این نقد رو بعد از حدود دو ماه استفاده از این گوشی می نویسم  کیفیت ساخت خوبی داره حتی بهتر از بعضی مدل های سامسونگ  رابط کاربری شیاومی روان سریع هست و تا شباهت زیادی به iOS داره  داشتن بیمه ایران همراه گوشی هم از مزایای گوشی هست  گوشی از فست شارژ ساپورت نمی کنه اما شارژ نگه داری خوبی داره  یعنی دو و نیم ساعت طول می کشه که شارژ سه و حدود دو روز با استفاده روزمره شارژ نگه می داره  در کل قیمت مناسبی نسبت به امکاناتش دارد  تو فروش ویژه تو خریدش درنگ نکنید,0
فوق العادس,0
خیلی گوشیه خوبیه واقعا خیلی خوبه الان چهار ساله که دارم اولین نفری بودم که گرفتم,0
بسیار شیک,0
باتریش  خیلی خوبه   کلا گوشیه همه چی تمومه مثل s6,1
"خیلی خوش ساخت و روونه ,, طراحیش عالیه مخصوصا silver",0
راحت هست و جنس خوبی داره,0
ری ویو این مدل رو میتونید توی you tube با این اسم ببینید   LG Soundbar NB2430A,1
سلام بر دوستان  من این گوشی رو 6 ماه پیش خریدم همونطوری که تو کلیپها نشون میده محکمه، فقط مشکلاش اینه که: 1-بد جوری داغ میکنه 2-بعضی اوقات هنگ میکنه که باید نیم ساعت بمونه خودش reset کنه درست شه که البته زیاد این اتفاق نمیافته(تا حالا سه چهار بار پیش اومده)  3-باطریش ضعیفه  و ویژگی های خوبش : 1-صفحه نمایش بسیار باکیفیتی داره 2- دوربین فوق العاده که تو نور کم رغیب نداره 3-سرعت سیستم عاملش 4-  این که میگن اپلیکیشن ش کمه درسته ولی همه جور برنامه براش پیدا میشه و برنامه های مشابهش با اندروید خیلی با کیفیتتر و کاربردی تر هستن,0
من ی هدفون میخام که سدای بیرون رو کمتر بشنوم.NC این هدفون سدای بیرونو کمتر وارد میکنه یا سدای داخلو؟؟اگه میدونین خاهشن جواب بدین.اگه نمیدونینم باز جواب بدین.همیشه ازتون ممنونم.,1
سلام واسه کوهنوردی  هم خوبه یا نه؟,1
ایکس باکس همیشه جزو کنسول های خیلی خوب بوده خیلی ها از سری کنسول های مایکروسافت رو داشتن وحالا xbox one بهتر از قبل هم شده . من شخصاً دسته ی ایکس باکس رو بیشتر از پلی استیشن دوست دارم با تشکر,0
لپ تاپ بسیار خوبیه و با توجه به سخت افزارش قیمت بسیار مناسبی داره و بنظر من تو این رنج قیمت تو بازار بهترینه,0
سلام  رنگ های شاد رو موجود کنید لطفا  باسپاس,1
واقعا عالیه.,0
بسیار ناکارآمد است مخصوصا قلم خش گیرش که صرفا یه مداد شمعیه.  توضیحات دوستان در خصوص رنگ های دیگر این محصول رو خوندم که کمابیش همین نظرو داشتن.,2
یکی که این تبلت رو داره بگه کارکردش چطوره؟باطریش؟تاچش؟,1
خیلی بیخوده من خریدم راضی نیستم,2
دیجی جون خواهشا تا یه هفته دیگه بیارش برای کسی میخوام بیشتر از این نمیتونم صبر کنم.. خواهش میکنم.  اونایی که موافقا دیجیکالا بیاره لایک کنن.....,1
در کل از خریدم راضی هستم  ابعاد مقداری کوچک است ولی برای کاربری روزانه بسیار مناسب ، سبک و کارامد می باشد,0
هرکی میخواد بخره شک نکنه بخره,0
سلام من بین مدل Lenovo A7-50 A3500 با این مدل موندم کدوم بخرم میشه سریع راهنماییم کنید؟,1
با توجه به قیمت بسیار کارامد و  مناسب بوده و نیازهای روزمره را بکلی برطرف میسازد,0
بسته بندی خوبی داره . شیشه ادکلن خوشگله واسه کادو عالیه   یکی واسه خواهرم و یکی واسه خودم خریدم خیلی خوشبوه و به نسبت قیمت عالیه,0
دیجی کالا چرا این دوربین رو نمیاری؟,1
سلام منم این گوشی رو چند وقتیه که خریدم، آقا آگه دنبال یه گوشی خاص و حرفه ای هستید تو خریدش شک نکنید من که خدایی راضیم از همه چیزش، یا علی,0
من 3 ماه پیش  خریدمش  حالا وقتی تو ماشین به گوشیم وصل میکنم  خر خر میکنه و سیمش مشکل پیدا کرده حیف یک قرون که بالاش دادم,2
اقا وقتی یه چیزیو برای این میفرستم جاوا هم هستا ولی نصب نمیکنه میتونید جوابمو بدید بی زحمت !,1
حتما بهتون پیشنهاد میکنم بخرید خیلى دستگاه خوبیه بازی هاشم اگه دسته دو بخرید عالیه من بین این و ایکس باکس وان مونده بودم که دیگه اینو خریدم و الانم از خریدم کاملا راضیم,0
سلام دوستان. بنده این گوشی رو یه چند روزی هست که خریداری کردم. واقعا خوش دسته. کیبردش خیلی راحته. موزیک پلیرش زیاد قوی نیست. کیفیت اسپیکرش هم مطلوبه. دوربینش هم نمیشه گفت مطلوبه ولی کار راه انداز هست. نباید ازش انتظار یه پلیر قوی داشت کیفیت فیلمبرداریش خوب نیست. باتریش هم در استفاده زیاد و وایفای 2 روز هست که واقعا عالیه. درضمن بلوتوثش قابلیت اسلم داره که واقعا عالیه من که خیلی ازش خوشم اومد وقتی با این قابلیت یه چیزی رو سند کنید اولا این که خودش بلوتوث رو روشن میکنه- خودش نزدیک ترین بلوتوث روشن رو شناسایی میکنه و اتوماتیک براش ارسال میکنه بعد هم خودش بلوتوث رو خاموش میکنه. عالیه... در مجموع واقعا گوشی مناسبیه در این قیمت. در خریدش شک نکنید.,0
سلام خواهشن هرچه زودتر جواب بدین.مدلL04  که دیجی برسی کرده nfc و otg ساپرت میکنه.اگرL04 رو از بیرون بگیرم nfcداره یا نه؟,1
من این لامپ رو خریدم ولی ظرف 5 ماه سوخت پولم رو ریختم دور!,2
خوشبوترین رایحه ای که میشه تصورش رو کرد متعلق به این ادکلن هست. از بس بوش خوبه آدم دلش نمیاد زیاد استفاده بکنه. ماندگاریش هم عالیه تا دو روز راحت آدم بوشو احساس میکنه. میکن,0
چرا مشکی و قهوه ای رو موجود نمیکنید,1
سلام میخواستم از دیجی کالا بابت بسته بندی و اصل بودن کالاها که باعث رضایت مشتری شده رو تشکر کنم این کالا امروز رسید به دستم بازم ممنون ذی جی جون اگه لایک داره پس بزن لایکو,0
جمع و جور و قشنگه، دوستم یه دونه داره ازش راضیه، سرعتشم دیدم برا USB2 خیلی عالیه، بین انتخاب سیلیکون پاور و PQI موندم، جفتشون خوبن :(,0
13mpدوربین,1
بعد از چند ماه که خریدم و ازش استفاده کردم هنوز هم آب جوش بوی بد پلاستیک میده,2
من خودم این مدل رو با ایکس 5 مقایسه کردم . فکر می کنم تنها فرقشون اینه که ایکس5 دارای بند پهن برای بهتر قرار گرفتن بر روی صورت و همچنین قاب پلاستیکی شفاف برای محافظت از عینک هست.,1
به نظر من که تو این رنج قیمت فوق العادست...,0
ظرف سه روز با بسته بندی مناسب دستم رسید. ظاهرا برای بعضی ها برچسب صفحه نمایش توی جعبه بوده ولی متاسفانه توی جعبه من نبود. اینم از شانس بد ما,2
من جی 2 دارم توکفش موندم داداشم جی 3 داره اصلا نمی دونید چی  ه هیچ عیبی نمیشه ازش گرفت   اصلا هرکس عیب ازش بگیره من یکی براش میخرم   صفحه نمایش با تراکم 534 ک محشره تلویزیون 3d هم این تراکم رو نداره   واقعا باری کلا ب الجی واس جی 3  تنها تفاوتش با جی2 سرعت پردازنده شه با باطری قابل تعویض    راستی نسخه 32 گیگ ش   3 گیگ رم داره   این قد نگید نوت برتره چون 3 گیگ رم داره  هرکی عاشق این گوشی هست + بده,0
سلام دوستان.من این تبلتو دیروز گرفتم.تمام امکاناتش با توجه به قیمتی که داره بینظیره.مخصوصا سی پی یو intel چار هسته ای با turbo boost.  مشکل باتری هم بعد اپدیت به اخرین ورژن بهتر شده نسبت به دیروز که ورژن162 رو داشت.  تنها ضعف این تبلت از نظر من اینه که برنامه های سیستمی رو بدون روت کردن نمیشه غیر فعال کرد.  در ضمن اقای سعید سلیمانی اون نرم افزار task manager که معرفی کردید در واقع با عمل ignoreکردن به برنامه دستور میدید که با اون اپ یا سرویس مورد نظر کاری نداشته باشه و این به معنی غیر فعال کردنش نیست.همونطور که گفتم غیر فعال کردن گوگل پلی (که خودش به تنهایی شامل 28 تا سرویس هستش) و سایر اپ های سیستمی بدون روت ممکن نیست.  خلاصه این که تو این قیمت این تبلتو به همه پیشنهاد میکنم.,0
دیجی جون موجودش کن بی زحمت. منتظریم.......  ممنون,1
با وجود انتفال تمام اَپ ها به اس دی کارت باز هم برای نصب اَپ های جدید پیغام کمبود فضا می ده. راهی وجود داره برای افزایش فضای در دسترس برای نصب نرم افزار؟,2
سلام. باوجودیکه دست دوم خریدم خدارو شکر هنوز باهاش مشکلی نداشتم. عالی است. فیلمبرداریش که فکر کنم خیلی خوب باشه. و....,0
سلام  لطفا شگفت انگیزش کنید  کلا اگه فروش ویژه واسه تلفن ها مخصوصا گیگاست بذارید عالی میشه ممنون,1
من چندروزی این گوشیو خریدم واقعان ازش راضیم خیلی خوش دسته طراحیش واقعان عالیه بازی دیتا دار و خیلی راحت جواب میده واصلان کم نمیاره دوربینشم خیلی خوبه پیشنهاد میکنم بخریدش,0
یک کلام عالی,0
با سلام  من این ساب رو با پخش 6650 پایونییر و باند 693.9i اینفینیتی و آمپ 5600ss2 ام بی درایو کردم  ترکیب صداش عالی هست    قدرت ساب طوری هست که اگر یک جفت باند دیگه اضافه کنید بازم کم نمیاره   ساب رو تو صندوق l90 انداختم   لازم نیست  با پیچ و مهره تو جعبه  کف صندوق نصب کنید چون طراحیش طوری هست که تکون نمیخوره,0
موجود کنید این کتابو ... من هر 4 جلدشو میخوام,1
واقعا یه شاهکار مهندسیه.عالیه,0
سلام. لطفا ی بررسی کلی. از کالا بکنین. کارکردش چه طوره,1
سلام واقعا بی نظیره .... ممنون از دیجیکالا,0
خیلی عالی و با کیفیت   وزن و قطر گوشی رو هم خیلی تغییر نمیده,0
از لحاظ کیفیت ساخت بدنه زیاد تعریفی نیست. جوهر کاتریجش هم زود تموم میشه,2
بسیار زیباست,0
آیا این محصول با گوشی آیفون 6+ همخوانی دارد؟,1
طراحی قسمت آبخوری مناسب نمی باشد چرا که وقتی کودک می خواهد آب بخورد درپوش نی به بینی کودک برخورد می کند,2
دوستان من این گوشی رو از دیجی کالا خریدم واقعا عالیه اگر چنین بودجه ای دارید حتما این گوشی رابخرید,0
سلام لطفا این ادوتویلت را موجود کنید چون بوی  فوق العاده ای داره,0
یه خورده قسمت چوبیش اون اصالتی رو ک باید نداره و یخورده شبیه پلاستیکه اما کلا خوبه  قسمت کرومیکش حرف نداره,0
اتصال به گوشی که مهمترین خاصیت مودم محسوب میشود بسیار ضعیف وقطع میشود,2
باسلام ...بنده بسیاربعید میدونم که آقای قدسی ازباتریهای مارک کملیون استفاده کرده باشند!! به نظر بنده که ازتمامی مارکهای معتبر باتری برای دوربین وفلاش و...استفاده کرده ام ازجمله سونی انرژیزایر و دوراسل کداک و فلیپس و....وهم اکنون هم سونی نیم قلمی وقلمی با شارژر ال سی دار گرانقیمت سونی دارم منتهی اذعان میدارم که بهترین وباکیفیت ترین باتریهای بازار باتریهای always ready کاملیون هستند که بنده پس از استفاده از یک جفت انها دویست وپنجاه هزارتومان از انواع واقسام این برند را به انضمام شارژر همین مارک خریدم که اصافا هم شارژر هم باتریها فوق العاده ان...!این باتریها هنگام خرید کاملا شارژوآماده مصرفند واگه یکسال هم پس از شارژ استفاده نکنی حداقل 80درصد شارژ کماکان نگه میدارند بنده کلی باتری شارژی سونی خریده بودم وخیلیهاش خودبخود خراب شدند وسریعا شارژ خالی میکنند بنابراین توصیه بنده کاملیون است وبس....,0
این دستگاه با توجه به برندش و نسبت به قیمتی که داره واقعا ارزش خرید رو داره cpui5 و گرافیک gt940mx در لپ تاب های هم رنج خودش اونو منحصر به فرد می کنه اضافه کنم که gt940mx قوی تر از gt940m هستش.,0
"من این راکت را چند ماه پیش خریدم برای استفاده  نیمه حرفه ای فوق العاده هست هرچند راکت های حرفه ای مثل"" هد"" یا ""تالبوت"" هستند با قیمت چند ده برابر . ولی به نسبت قیمتی که برای خرید این محصول میدیم فوق العاده است فقط دوستان حواستون باشه که این راکت ها تکی هست و جفت نیست اگه خواستید بخرید باید دو تا سفارش بدید.",0
با سلام  با تشکر از دیجی خواهش میکنم این مدل رو موجود کنید.,1
با تشکر از سایت خوب و با کیفت   بنده چند سالی هست که این یخچال رو خریداری کردم و کاملا راضی هستم و به دوستان پیشنهاد خرید این محصول با کیفیت رو هم میدهم .,0
دیجی کالای عزیز لطفا مدل 128 و 256  گیگ رو دریاب... مطمئنا با خرید بالایی همراهه... دوستان هرکی موافقه لایک کنه,0
خیلی نرم و لطیفه و جنسش واقعا خوبه واسه نوزاد عالیه سایزش و خیلیم سبکه من رنگ سبز فسفری رو خریدم خیلی خوشرنگ و جذابه,0
واقعا بوش ادمو جذب میکنه عالیه,0
کیفیت تصویر فوق‌العاده فوق‌العاده ای داره صدا هم خیلی عالی  میزان نگهداری باتری هم عالی عالی.  کامل کامل,0
بله دوست عزیز متاسفانه این گوشی اصلا وارد نمیشه و باید به همون لومیا قناعت کرد.  و به نظر من ویندوزفون رو باید با لومیا تجربه کرد.,1
همه چیزش عالیه عالی .فقط دوربینش داغونه اگه دوربین براتون مهمه نخرین .بخصوص نرم افزار دوربین که هیچ امکاناتی نداره حتی قطع صدای شاتر,0
این لب تاب فوق العاده سبکه من نخریدم ولی همکارم خریده و راضی,0
تقریبا هر روز  انتنش میره و مجبورم خاموش و روشنش کنم تا انتنش پر بشه,2
خریدم و به دستم رسید. کلا چیزه جالبیه,0
به نظر من g8 خیلی از این سرتره ، حداقل با این قیمت  اندروییئ d8 هم به 6 اپدیت میشه.  قبل خرید این گوشی حتما g8 رو ببنید تا بعدا یه وقت  پشیمون نشید,2
من خریدمش باحاله یه کتونی سبز دارم با اون ست شد خیلی هم اوکیه واسه باشگاه و اینا,0
بدترین مدل سامسونت,2
واقعا دمتون گرم اقا این کارت گرافیک و سی پی یو رو هم بیارین محشر کردین ...,1
دیجی کالا لطفا این کالا رو موجود کنید .   میخوام بخرم لطفا   هرچه سریعتر لطفا ...,1
همون دفعه اولی که استفاده کردم خیلی زود انگشتر از حلقه کنده شد .چندبارم با چسب چسبوندم ولی بازم کنده شد,2
"با سلام   ""ضمن تشکر از انتخاب شما،برای قرار دادن پارچ روی بدنه دستگاه  با توجه به جهت  فلش  حک شده در زیر آن  به راحتی میتوانید  پارچ را روی بدنه قرار دهید.در صورت استفاده از موادغذایی سخت یا  غلیظ  پیشنهاد میگردد کمی مایعات به مواد  خود اضافه نمایید و همچنین  جهت رفع هر گونه مشکل فنی دستگاه  با شماره تلفن درج شده در کارت گارانتی-واحد خدمات مرکزی پس از فروش تماس حاصل فرمایید .  همیشه در خدمتتان   واحد امور مشتریان فلر - ATD SERVICE",1
آیا این محافظ برای کامپیترهای گیمینگ که توان مصرفی بالایی دارند مناسب هستش؟,1
عالی من این گوشی رو 6ماه دارم عالی عالی همین گوشی بخرید,0
کرم و شامپوی بدنش عالیه ، شک نکنید در خریدش,0
من این رو سفارش دادم ولی خیلی دیر آوردن چون به تعطیلی رسمی خورد،  ولی با این مشخصاتی که میبینم انگار خوبه باید کیفیت کارشو تست کنم,0
قیمتش یکمی بالاس ولی عالیه قبل از این هیچ مموری با هیچ ریدری تو کیسم جواب نمی‌داد ولی این خیلی راحت و سریع مموری رو لود می‌کنه در کل راضیم,0
"با سلام  این لب تاپ یکی از بهترین لب تاپهای مالتی مدیای بازاز هستش.البته متاسفانه خیلی مورد بی مهری دیجی کالا واقع شده.زیرا سیستم خنک کننده این سیستم به قدری قدرتمنده که حتی در حین انجام سنگین ترین بازیها اصلا نیاز به کول پد نداره.در استفاده معمولی صدای فنش خیلی کمه اما در حین انجام بازی های سنگین سرعت وصدای فن بیشتر میشه و هوای گرم بخوبی از سیستم خارج میشه.سنگین ترین بازیها رو به راحتی با حداکثر کیفیت اجرا میکنه....mw3....black flag...کارت گرافیک این سیتم خیلی خوبه.اما ضخامت دستگاه کمی زیاده و طراحی اون کلاسیکه اما خیلی زیبا و دلپسنده...اسپیکرهاش خیلی فوق العادس مخصوصا زمانیکه نرم افزار srs sound box b رو نصب میکنی..تاچپدش کوچیکه اما بسیار حساس و کاربردیه و نسبت به تاچپد لب تاپای مالتی مدیای ایسوس خیلی خیلی بهتره....کیبوردش هم بسیار با صلابت و مخصوص انجام تایپ و بازی میباشد....صفخه نمایشش هم مانه که خیلی مزیت بزرگیه و نسبت به سیستمای هم رده یه سروگردن بالاتره.....اما مزیت اصلی این سیستم برخوداری از پردازنده 4710mq  که واقعا خیلی قدرتمنده در geekbench امتیاز عالی 14500 رو کسب کرده در حالیه سیستمای هم رده برندای دیگه از 5000 فراتر نمیرن....در کل من بعد از 6ماه استفاده شبانه روزی به این نتیجه رسیدم....کیفیت ساخت بدنش هم متوسط و کاملا استاندارده اما عالی نیس....شاسی این سیستم همون شاسی بکار رفته در لب تاپ بسیار قدرتمنده GE60 میباشد.....سرعت ویندوزی که روشه خیلی پایینه و برا استفاده بهینه باید یه ویندوز 8.1 نصب کنین...باتریش هم 6 سلوله و اصلا هم عملکرد ضعیفی نداره و 4ساعت با وای فای دوام میاره....من این سیستم رو فرش و رو پتو رطویت و هوای بسیار گرم ازمودم و خوشبختانه اصلا بی مورد ذاغ نمیکنه و نسبت به لب تاپای HP , Lenovo  خیلی خیلی خنکه...اگر بدنبال سخت افزار قدرتمند و قیمت مناسب هستین در خریدش شک نکنین.",0
لطفا بند رنگی این ساعت ها رو بیارید  با تشکر,1
باسلام در خریدش شک نکنید برای بار دوم این ماشین رو خریدم و ازش راضی هستم و خط زنش آنچنان که در معایب نوشته بد نیست من که باهاش مشکل نداشتم و راحت کوتاه میکنه و انتظار نداشته باشین که مثل موزر کوتاه کنه ولی در حد یک خط زن خوب هست.ممنون از دیجی کالا,0
مکشش عالیه ولی باید بعد از تقریبا 300 متر مربع جارو حتما خالیش کنی. من راضیم,0
اصلا روکش ضد اثرانگشتی واسه این فلش وجود نداره الکیه,2
با سلام  مودمش حرف نداره  از منزل به فاصله حدود 80، 100 متر به همراه دیوار و ساختمان آنتن واقعی میده(بعضی مودم ها آنتن میدن ولی دریافتشون بسیار ضعیف میشه ولی این مودم تبادل دادش عالیه)  من 6 برند مختلق مودم داشتم تا الان  از این مودم از بقیه راضی ترم  با تشکر از دیجی کالا,0
سلام.حامد جان متاسفانه این آمپلی برای ساب 1260 اینفینیتی ضعیفه بدلیل اینکه خروجی این آمپلی در بهترین حالت 180 واته و شما برای اون ساب نیاز به 300 وات آر ام اس داری پس بهتر بیشتر هزینه کنی و آمپ قویتر بخری,1
Blue Screen به دلیل پشتیبانی نکردن برخی از مودم‌های ADSL از آیفون رخ می‌دهد و مشکل از گوشی شما نیست!,1
یکی از بدترینها دو کیلو و نیم زیاد نشون میده حتی ارزش تو شگفت انگیز خریدنم نداره,2
بسیار عالی و پر سرعته،تنها ضعفش در محل اتصال کابل,0
تلویزیون کامل و بی نقصیه  اگر یک تلویزیون هوشمند به روز و خوش ساخت و با قیمت مناسب می خواید بدون شک باید همین رو بگیرید.,0
کیفیت و کارایی پاین   گرم شدن بیش از حد  امپر خروجی نصف امپر واقعی   عمر کم,2
من این باند رو برای درهای جلوی اچ سی کراس انداختم و با پخش فابریک ماشینم اوکی شد و صدای خیلی خوبی ازش گرفتم ، این نظر رو برای اچ سی سواران گذاشتم تا با خیال راحت خرید کنن,0
جنس و کیفیت خوبی داره   تیغه ها تیز و برنده هستن  لطفا قیچی 6701 بهکو هم موجود کنید هم برا گل چینی هم برا مصارف خانگی چیدن کاغذ و پارچه و غیره واقعا عالی و مناسب هست,0
خیلی ساده و شکیل هست.من که خیلی دوسش دارم,1
ایراد داشت فرستادم پس گرفتن دلم براش تنگ شده خیلی قشنگ بود حیف که مشکل داشت.,1
قبول نیست اپل اخرای 2014 اومد وباید با گوشیای 2015 مقایسه بشه نه 2014,2
از خریدم راضی نیستم,2
فقط تو  یه کلام میشه گفت عالییییییییییییییییییییی! حرف نداره  !   همچنین سرویس دهی و تحویل به موقع و بسته بندی تمیز. آفرین دیجی کالا دستتون درد نکنه!  من چند ساعته خریدمش واقعاً همه چیش خوبه،   خنک کنندگی قوی و موثر در کنار خیلی امکانات کاربردی  و ضروری ... بسیار زیبا و اسپورته   صداشم خوبه. بی انصافی نکنید خب! نسبت به قیمتش و بلندگوهای لبتاپ صداش بسیار قوی تره   شک نکنید، از این بهتر وجود نداره!,0
سلام دیجی کالا و دوستان  دیجی جان لطفا 4G رو هم بیار دیگه، این نوت 4G نداره!,1
سلام  کیفیت عکس این دوربین  در نور خوب فضای باز خوبه ولی در نور پایین چندان تعریفی نداره  جنس دوربین هم خیلی ضعیفه دکمهای این دوربین  خیلی بی کیفیته و در کل نسبت  به قیمت اش  خوبه,0
سلام به همه ی دوستان عزیز.بالاخره بعد از کلی تحقیق امروز سفارش دادم.از دیجیکالا بابت پی گیری هاشون هم ممنونم.امیدوارم همه به هرچیزی که تو دلشونه برسن.در ضمن واقعا دیجیکالا عالیه,0
قیمت این کابل خیلی خوبه.ولی پول پستی که دی جی کالا گذاشته برامن 18500 درمیاد. که همینجا این کابلو دارن 16000 میفروشن.به هرحال خیلی ممنونم,0
"گوشی خیلی خوبی  هست به نسبت قیمتش,در میان گوشی های میان رده...فقط otg نمیشه بهش وصل کنی چون فِلَش نمیخوره...",0
نمیدونم چرا بعضی دوستان با بی لطفی در مورد این محصول نظر دادن   من که کاملا راضی هستم   هم جنسش هم کاراییش کاملا در حد نیازه   فقط محافظ نیست,0
